OpenMP-QS,12,2000000,0.045830
OpenMP-QS,12,2000000,0.046375
OpenMP-QS,12,2000000,0.054274
OpenMP-QS,12,2000000,0.043745
OpenMP-QS,12,2000000,0.057846
OpenMP-QS,12,2000000,0.042302
OpenMP-QS,12,2000000,0.044116
OpenMP-QS,12,2000000,0.044262
OpenMP-QS,12,2000000,0.044513
OpenMP-QS,12,2000000,0.043286
OpenMP-PSRS,12,2000000,0.129055
OpenMP-PSRS,12,2000000,0.117698
OpenMP-PSRS,12,2000000,0.054734
OpenMP-PSRS,12,2000000,0.049813
OpenMP-PSRS,12,2000000,0.053747
OpenMP-PSRS,12,2000000,0.049769
OpenMP-PSRS,12,2000000,0.052198
OpenMP-PSRS,12,2000000,0.048314
OpenMP-PSRS,12,2000000,0.049921
OpenMP-PSRS,12,2000000,0.111517
VanillaQS,2000000,0.283809
VanillaQS,2000000,0.278058
VanillaQS,2000000,0.280124
VanillaQS,2000000,0.281169
VanillaQS,2000000,0.280252
VanillaQS,2000000,0.281212
VanillaQS,2000000,0.279498
VanillaQS,2000000,0.279402
VanillaQS,2000000,0.278988
VanillaQS,2000000,0.279986
OpenMP-QS,12,2000000,0.044596
OpenMP-QS,12,2000000,0.044579
OpenMP-QS,12,2000000,0.073575
OpenMP-QS,12,2000000,0.069729
OpenMP-QS,12,2000000,0.046927
OpenMP-QS,12,2000000,0.043244
OpenMP-QS,12,2000000,0.044255
OpenMP-QS,12,2000000,0.045965
OpenMP-QS,12,2000000,0.045996
OpenMP-QS,12,2000000,0.044772
OpenMP-PSRS,12,2000000,0.159428
OpenMP-PSRS,12,2000000,0.090171
OpenMP-PSRS,12,2000000,0.147807
OpenMP-PSRS,12,2000000,0.049477
OpenMP-PSRS,12,2000000,0.051348
OpenMP-PSRS,12,2000000,0.048368
OpenMP-PSRS,12,2000000,0.049670
OpenMP-PSRS,12,2000000,0.050540
OpenMP-PSRS,12,2000000,0.048400
OpenMP-PSRS,12,2000000,0.139961
VanillaQS,2000000,0.292690
VanillaQS,2000000,0.279428
VanillaQS,2000000,0.277737
VanillaQS,2000000,0.280837
VanillaQS,2000000,0.282248
VanillaQS,2000000,0.279676
VanillaQS,2000000,0.278461
VanillaQS,2000000,0.280138
VanillaQS,2000000,0.276880
VanillaQS,2000000,0.276890
OpenMP-QS,12,4000000,0.076665
OpenMP-QS,12,4000000,0.077605
OpenMP-QS,12,4000000,0.077719
OpenMP-QS,12,4000000,0.098144
OpenMP-QS,12,4000000,0.101268
OpenMP-QS,12,4000000,0.077887
OpenMP-QS,12,4000000,0.074964
OpenMP-QS,12,4000000,0.075002
OpenMP-QS,12,4000000,0.076434
OpenMP-QS,12,4000000,0.074712
OpenMP-PSRS,12,4000000,0.218158
OpenMP-PSRS,12,4000000,0.112104
OpenMP-PSRS,12,4000000,0.103608
OpenMP-PSRS,12,4000000,0.164575
OpenMP-PSRS,12,4000000,0.171794
OpenMP-PSRS,12,4000000,0.104278
OpenMP-PSRS,12,4000000,0.111784
OpenMP-PSRS,12,4000000,0.106436
OpenMP-PSRS,12,4000000,0.104714
OpenMP-PSRS,12,4000000,0.226668
VanillaQS,4000000,0.585265
VanillaQS,4000000,0.594293
VanillaQS,4000000,0.583371
VanillaQS,4000000,0.585780
VanillaQS,4000000,0.579380
VanillaQS,4000000,0.577182
VanillaQS,4000000,0.579078
VanillaQS,4000000,0.591489
VanillaQS,4000000,0.582565
VanillaQS,4000000,0.578715
OpenMP-QS,12,6000000,0.119647
OpenMP-QS,12,6000000,0.117018
OpenMP-QS,12,6000000,0.120120
OpenMP-QS,12,6000000,0.116869
OpenMP-QS,12,6000000,0.119532
OpenMP-QS,12,6000000,0.118582
OpenMP-QS,12,6000000,0.122328
OpenMP-QS,12,6000000,0.122515
OpenMP-QS,12,6000000,0.118005
OpenMP-QS,12,6000000,0.119363
OpenMP-PSRS,12,6000000,0.276260
OpenMP-PSRS,12,6000000,0.165701
OpenMP-PSRS,12,6000000,0.269365
OpenMP-PSRS,12,6000000,0.166655
OpenMP-PSRS,12,6000000,0.169857
OpenMP-PSRS,12,6000000,0.162983
OpenMP-PSRS,12,6000000,0.256239
OpenMP-PSRS,12,6000000,0.164199
OpenMP-PSRS,12,6000000,0.165714
OpenMP-PSRS,12,6000000,0.184905
VanillaQS,6000000,0.895157
VanillaQS,6000000,0.895412
VanillaQS,6000000,0.891331
VanillaQS,6000000,0.895495
VanillaQS,6000000,0.899789
VanillaQS,6000000,0.889115
VanillaQS,6000000,0.889264
VanillaQS,6000000,0.890626
VanillaQS,6000000,0.889894
VanillaQS,6000000,0.886469
OpenMP-QS,12,8000000,0.164937
OpenMP-QS,12,8000000,0.192467
OpenMP-QS,12,8000000,0.164421
OpenMP-QS,12,8000000,0.163579
OpenMP-QS,12,8000000,0.175110
OpenMP-QS,12,8000000,0.163253
OpenMP-QS,12,8000000,0.190919
OpenMP-QS,12,8000000,0.175489
OpenMP-QS,12,8000000,0.171221
OpenMP-QS,12,8000000,0.171444
OpenMP-PSRS,12,8000000,0.382782
OpenMP-PSRS,12,8000000,0.276507
OpenMP-PSRS,12,8000000,0.224242
OpenMP-PSRS,12,8000000,0.236733
OpenMP-PSRS,12,8000000,0.328402
OpenMP-PSRS,12,8000000,0.221628
OpenMP-PSRS,12,8000000,0.235897
OpenMP-PSRS,12,8000000,0.235508
OpenMP-PSRS,12,8000000,0.279237
OpenMP-PSRS,12,8000000,0.352102
VanillaQS,8000000,1.227123
VanillaQS,8000000,1.211566
VanillaQS,8000000,1.213711
VanillaQS,8000000,1.210866
VanillaQS,8000000,1.211615
VanillaQS,8000000,1.206440
VanillaQS,8000000,1.212846
VanillaQS,8000000,1.212898
VanillaQS,8000000,1.211776
VanillaQS,8000000,1.210642
OpenMP-QS,12,10000000,0.209038
OpenMP-QS,12,10000000,0.208189
OpenMP-QS,12,10000000,0.213240
OpenMP-QS,12,10000000,0.205950
OpenMP-QS,12,10000000,0.208656
OpenMP-QS,12,10000000,0.205803
OpenMP-QS,12,10000000,0.206106
OpenMP-QS,12,10000000,0.208597
OpenMP-QS,12,10000000,0.206417
OpenMP-QS,12,10000000,0.205887
OpenMP-PSRS,12,10000000,0.402316
OpenMP-PSRS,12,10000000,0.304710
OpenMP-PSRS,12,10000000,0.304930
OpenMP-PSRS,12,10000000,0.443896
OpenMP-PSRS,12,10000000,0.289740
OpenMP-PSRS,12,10000000,0.375359
OpenMP-PSRS,12,10000000,0.288067
OpenMP-PSRS,12,10000000,0.359841
OpenMP-PSRS,12,10000000,0.280287
OpenMP-PSRS,12,10000000,0.361741
VanillaQS,10000000,1.635733
VanillaQS,10000000,1.544761
VanillaQS,10000000,1.552680
VanillaQS,10000000,1.559842
VanillaQS,10000000,1.550687
VanillaQS,10000000,1.550011
VanillaQS,10000000,1.555974
VanillaQS,10000000,1.542429
VanillaQS,10000000,1.546673
VanillaQS,10000000,1.545680
OpenMP-QS,12,2000000,0.044755
OpenMP-QS,12,2000000,0.046984
OpenMP-QS,12,2000000,0.049853
OpenMP-QS,12,2000000,0.044707
OpenMP-QS,12,2000000,0.043568
OpenMP-QS,12,2000000,0.044338
OpenMP-QS,12,2000000,0.044526
OpenMP-QS,12,2000000,0.044058
OpenMP-QS,12,2000000,0.054104
OpenMP-QS,12,2000000,0.043072
OpenMP-PSRS,12,2000000,0.066201
OpenMP-PSRS,12,2000000,0.130075
OpenMP-PSRS,12,2000000,0.069946
OpenMP-PSRS,12,2000000,0.061121
OpenMP-PSRS,12,2000000,0.128421
OpenMP-PSRS,12,2000000,0.054877
OpenMP-PSRS,12,2000000,0.052609
OpenMP-PSRS,12,2000000,0.047827
OpenMP-PSRS,12,2000000,0.049215
OpenMP-PSRS,12,2000000,0.140735
VanillaQS,2000000,0.285345
VanillaQS,2000000,0.279868
VanillaQS,2000000,0.279462
VanillaQS,2000000,0.278845
VanillaQS,2000000,0.279699
VanillaQS,2000000,0.281638
VanillaQS,2000000,0.276668
VanillaQS,2000000,0.279418
VanillaQS,2000000,0.308277
VanillaQS,2000000,0.303423
OpenMP-QS,12,4000000,0.075104
OpenMP-QS,12,4000000,0.078541
OpenMP-QS,12,4000000,0.080852
OpenMP-QS,12,4000000,0.079669
OpenMP-QS,12,4000000,0.091169
OpenMP-QS,12,4000000,0.114894
OpenMP-QS,12,4000000,0.079572
OpenMP-QS,12,4000000,0.076517
OpenMP-QS,12,4000000,0.079194
OpenMP-QS,12,4000000,0.076845
OpenMP-PSRS,12,4000000,0.232625
OpenMP-PSRS,12,4000000,0.202100
OpenMP-PSRS,12,4000000,0.107767
OpenMP-PSRS,12,4000000,0.115492
OpenMP-PSRS,12,4000000,0.126271
OpenMP-PSRS,12,4000000,0.136105
OpenMP-PSRS,12,4000000,0.140500
OpenMP-PSRS,12,4000000,0.221365
OpenMP-PSRS,12,4000000,0.231780
OpenMP-PSRS,12,4000000,0.138995
VanillaQS,4000000,0.598904
VanillaQS,4000000,0.601120
VanillaQS,4000000,0.603454
VanillaQS,4000000,0.584746
VanillaQS,4000000,0.590725
VanillaQS,4000000,0.591206
VanillaQS,4000000,0.578584
VanillaQS,4000000,0.588054
VanillaQS,4000000,0.601694
VanillaQS,4000000,0.596967
OpenMP-QS,12,6000000,0.121015
OpenMP-QS,12,6000000,0.121011
OpenMP-QS,12,6000000,0.120037
OpenMP-QS,12,6000000,0.123946
OpenMP-QS,12,6000000,0.119380
OpenMP-QS,12,6000000,0.128948
OpenMP-QS,12,6000000,0.117325
OpenMP-QS,12,6000000,0.118818
OpenMP-QS,12,6000000,0.118651
OpenMP-QS,12,6000000,0.127947
OpenMP-PSRS,12,6000000,0.271279
OpenMP-PSRS,12,6000000,0.164306
OpenMP-PSRS,12,6000000,0.161548
OpenMP-PSRS,12,6000000,0.261236
OpenMP-PSRS,12,6000000,0.164522
OpenMP-PSRS,12,6000000,0.164694
OpenMP-PSRS,12,6000000,0.244422
OpenMP-PSRS,12,6000000,0.244825
OpenMP-PSRS,12,6000000,0.166909
OpenMP-PSRS,12,6000000,0.241603
VanillaQS,6000000,0.893792
VanillaQS,6000000,0.895421
VanillaQS,6000000,0.895544
VanillaQS,6000000,0.890822
VanillaQS,6000000,0.891544
VanillaQS,6000000,0.893091
VanillaQS,6000000,0.891337
VanillaQS,6000000,0.894638
VanillaQS,6000000,0.890608
VanillaQS,6000000,0.888677
OpenMP-QS,12,8000000,0.161808
OpenMP-QS,12,8000000,0.162898
OpenMP-QS,12,8000000,0.164706
OpenMP-QS,12,8000000,0.161259
OpenMP-QS,12,8000000,0.159577
OpenMP-QS,12,8000000,0.172706
OpenMP-QS,12,8000000,0.162089
OpenMP-QS,12,8000000,0.162581
OpenMP-QS,12,8000000,0.166464
OpenMP-QS,12,8000000,0.162996
OpenMP-PSRS,12,8000000,0.323744
OpenMP-PSRS,12,8000000,0.225809
OpenMP-PSRS,12,8000000,0.267877
OpenMP-PSRS,12,8000000,0.291930
OpenMP-PSRS,12,8000000,0.331448
OpenMP-PSRS,12,8000000,0.280338
OpenMP-PSRS,12,8000000,0.368662
OpenMP-PSRS,12,8000000,0.247392
OpenMP-PSRS,12,8000000,0.252945
OpenMP-PSRS,12,8000000,0.272543
VanillaQS,8000000,1.230347
VanillaQS,8000000,1.233562
VanillaQS,8000000,1.260062
VanillaQS,8000000,1.274598
VanillaQS,8000000,1.233957
VanillaQS,8000000,1.207778
VanillaQS,8000000,1.228379
VanillaQS,8000000,1.233533
VanillaQS,8000000,1.234743
VanillaQS,8000000,1.241755
OpenMP-QS,12,10000000,0.208075
OpenMP-QS,12,10000000,0.210969
OpenMP-QS,12,10000000,0.226806
OpenMP-QS,12,10000000,0.231899
OpenMP-QS,12,10000000,0.212918
OpenMP-QS,12,10000000,0.207806
OpenMP-QS,12,10000000,0.233877
OpenMP-QS,12,10000000,0.215970
OpenMP-QS,12,10000000,0.225562
OpenMP-QS,12,10000000,0.211341
OpenMP-PSRS,12,10000000,0.353451
OpenMP-PSRS,12,10000000,0.351311
OpenMP-PSRS,12,10000000,0.295198
OpenMP-PSRS,12,10000000,0.368684
OpenMP-PSRS,12,10000000,0.289959
OpenMP-PSRS,12,10000000,0.322148
OpenMP-PSRS,12,10000000,0.305549
OpenMP-PSRS,12,10000000,0.309736
OpenMP-PSRS,12,10000000,0.348559
OpenMP-PSRS,12,10000000,0.376683
VanillaQS,10000000,1.585180
VanillaQS,10000000,1.628157
VanillaQS,10000000,1.591425
VanillaQS,10000000,1.574058
VanillaQS,10000000,1.554696
VanillaQS,10000000,1.549893
VanillaQS,10000000,1.549237
VanillaQS,10000000,1.547873
VanillaQS,10000000,1.552272
VanillaQS,10000000,1.565989
